id,const,created,modified,description,title,url,title_type,imdb_rating,runtime,year,genres,num_votes,release_date,directors,image
609,tt5580688,8/21/2019,8/21/2019,An investigative team travels deep into the remote Colorado wilderness after a group of young campers are viciously murdered by what may be Bigfoot.,Hoax,https://www.imdb.com/title/tt5580688/,movie,3.8,96,2019,Horror,861,8/20/2019,Matt Allen,https://m.media-amazon.com/images/M/MV5BODJjNThhMzctYzNiNi00YzgwLWFiMGItZTc3NGI0NTZmNDI3XkEyXkFqcGdeQXVyOTMzOTMzMTg@._V1_.jpg
610,tt1688653,8/24/2019,8/24/2019,An American company inadvertently unleashes a magnetic vortex on an unprepared world.,Metal Tornado,https://www.imdb.com/title/tt1688653/,tvMovie,3.2,90,2011,"Action, Sci-Fi, Thriller",1634,7/22/2011,Gordon Yang,https://m.media-amazon.com/images/M/MV5BMjA0MDYxMjMxNl5BMl5BanBnXkFtZTcwNTk4MzU5Ng@@._V1_.jpg
611,tt0468547,8/24/2019,8/24/2019,"When a plane carrying a pair of top secret military robots crashes on a deserted Pacific island, a team of Navy seals must find them and turn them off as soon as possible for the longer they are activated, the smarter they become.",A.I. Assault,https://www.imdb.com/title/tt0468547/,tvMovie,2.9,94,2006,"Action, Adventure, Sci-Fi, Thriller",1124,9/7/2006,Jim Wynorski,https://m.media-amazon.com/images/M/MV5BMjA3MTA3ODM4N15BMl5BanBnXkFtZTcwNDQyOTIxMw@@._V1_.jpg
612,tt0070119,8/28/2019,8/28/2019,A mutant sheep is on the move near a ranch in the American West.,Godmonster of Indian Flats,https://www.imdb.com/title/tt0070119/,movie,3.6,89,1973,"Western, Horror",831,12/31/1973,Fredric Hobbs,https://m.media-amazon.com/images/M/MV5BODA4Nzc4YWYtYTIwYi00ZWE5LWEwM2YtM2Y2YWZjNWI4YmQzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg
613,tt0102690,8/30/2019,8/30/2019,A master of disguise deranged killer begins killing off the college students who are organizing a horror-movie marathon in an abandoned theater.,Popcorn,https://www.imdb.com/title/tt0102690/,movie,5.8,91,1991,"Comedy, Horror",5677,2/1/1991,"Alan Ormsby, Mark Herrier",https://m.media-amazon.com/images/M/MV5BMzM5ODcxMDEtYWQ2OS00MjY4LTgzYmItODEzYWFmNDQ5Y2ZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
614,tt6565702,9/1/2019,9/1/2019,"Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",Dark Phoenix,https://www.imdb.com/title/tt6565702/,movie,5.7,113,2019,"Action, Adventure, Sci-Fi",192055,6/4/2019,Simon Kinberg,https://m.media-amazon.com/images/M/MV5BMmZmYTgwZGItNDIxMS00MmRkLWEzODQtYTllNzM0ZWE1NmQ5XkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_.jpg
615,tt8695030,9/7/2019,9/7/2019,The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.,The Dead Don't Die,https://www.imdb.com/title/tt8695030/,movie,5.4,104,2019,"Comedy, Fantasy, Horror, Sci-Fi",81052,5/14/2019,Jim Jarmusch,https://m.media-amazon.com/images/M/MV5BZWQxZDIzNzUtZGE3MS00MGU3LTk5NjMtZGFjMDljNDlmMWE1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
616,tt0119642,9/8/2019,9/8/2019,"100 people, who have betrayed The Syndicate, are gathered in a prison opening the next day. They are given weapons and 6 hours to kill each other. The 3 remaining share $10,000,000.",Mean Guns,https://www.imdb.com/title/tt0119642/,movie,5.4,110,1997,"Action, Crime, Thriller",4658,7/10/1997,Albert Pyun,https://m.media-amazon.com/images/M/MV5BNjc5MjgyMjU3N15BMl5BanBnXkFtZTcwNDY4MzkxMQ@@._V1_.jpg
617,tt0185371,9/13/2019,9/13/2019,"An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",House on Haunted Hill,https://www.imdb.com/title/tt0185371/,movie,5.6,93,1999,"Crime, Fantasy, Horror, Mystery, Thriller",58136,10/27/1999,William Malone,https://m.media-amazon.com/images/M/MV5BNzUwYWQzZDQtMDQ0Mi00NjFlLTgzNjAtNTFhZmZhNWY4NGEzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg
618,tt0185431,9/21/2019,9/21/2019,"After two of the devil&apos;s three sons escape Hell to wreak havoc on Earth, the devil must send his third son, the mild-mannered Nicky, to bring them back before it&apos;s too late.",Little Nicky,https://www.imdb.com/title/tt0185431/,movie,5.3,90,2000,"Comedy, Fantasy",108027,11/2/2000,Steven Brill,https://m.media-amazon.com/images/M/MV5BMTQ4MTk3Mzk5NV5BMl5BanBnXkFtZTYwMTQ3NzI3._V1_.jpg
619,tt0132245,9/21/2019,9/21/2019,A young hot shot driver is in the middle of a championship season and is coming apart at the seams. A former CART champion is called in to give him guidance.,Driven,https://www.imdb.com/title/tt0132245/,movie,4.6,116,2001,"Action, Drama, Sport",41974,3/8/2001,Renny Harlin,https://m.media-amazon.com/images/M/MV5BMjA5MDk4NzI0NF5BMl5BanBnXkFtZTYwNjU0Nzc5._V1_.jpg
620,tt8836988,9/26/2019,9/26/2019,"After years of assaults on him in prison, convicted felon Cain Burgess escapes for avengement on those responsible.",Avengement,https://www.imdb.com/title/tt8836988/,movie,6.6,87,2019,"Action, Crime",17624,5/24/2019,Jesse V. Johnson,https://m.media-amazon.com/images/M/MV5BZDNmOWM5ODAtZWQ4YS00MGM3LWFlZjgtNmU1ZDM4YmFkNjczXkEyXkFqcGdeQXVyNzIzMTc2Mw@@._V1_.jpg
621,tt0219653,10/6/2019,10/6/2019,"A group of thieves breaks into a chamber expecting to find paintings, but instead they release the count himself, who travels to New Orleans to find his nemesis&apos; daughter, Mary Van Helsing.",Dracula 2000,https://www.imdb.com/title/tt0219653/,movie,4.9,99,2000,"Action, Fantasy, Horror, Thriller",34882,12/22/2000,Patrick Lussier,https://m.media-amazon.com/images/M/MV5BYzUxYzFlZjYtYWNiOC00ZmY0LThjMjYtMDdlNmRhNmY5MDRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
622,tt5294518,10/19/2019,10/19/2019,A boy receiving treatment for his auto-immune disorder discovers that the house he&apos;s living in isn&apos;t as safe as he thought.,Eli,https://www.imdb.com/title/tt5294518/,movie,5.8,98,2019,"Drama, Horror, Mystery, Thriller",37778,10/18/2019,Ciarán Foy,https://m.media-amazon.com/images/M/MV5BYWQwYjNiM2ItMTcyZS00ZTNmLTgwNzQtMTgwNzU5ODgxMTc3XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_.jpg
623,tt1183276,10/23/2019,10/23/2019,"An end of the world battle between gangsters, cops and zombies.",La horde,https://www.imdb.com/title/tt1183276/,movie,5.9,90,2009,"Action, Horror",15961,8/28/2009,"Yannick Dahan, Benjamin Rocher",https://m.media-amazon.com/images/M/MV5BMWNlYjg5OTktMjgyOC00MTJhLTlmMzItNWU4NjE5NDk1NjM4XkEyXkFqcGdeQXVyMTEyODk3NTgz._V1_.jpg
624,tt1291570,10/28/2019,10/28/2019,Psychic John Clancy (Sir Anthony Hopkins) works with the F.B.I. in order to hunt down a serial killer.,Solace,https://www.imdb.com/title/tt1291570/,movie,6.4,101,2015,"Crime, Drama, Mystery, Thriller",65037,9/3/2015,Afonso Poyart,https://m.media-amazon.com/images/M/MV5BMjA5MzgyNTIzMF5BMl5BanBnXkFtZTgwODg1OTY1MDI@._V1_.jpg
625,tt0377100,10/28/2019,10/28/2019,"Billy Ray Lansing, a former covert agent turned survivalist, discovers that the foster program he is using to help a young girl is actually a human trafficking network. Lancing heads overseas to find the girl and shut down the ope...",Out of Reach,https://www.imdb.com/title/tt0377100/,video,4,86,2004,"Action, Crime, Drama, Romance, Thriller",5059,7/20/2004,Po-Chih Leong,https://m.media-amazon.com/images/M/MV5BMTQ3MTg1MDY3Ml5BMl5BanBnXkFtZTgwNzMwNjAwNzE@._V1_.jpg
626,tt0103776,11/2/2019,11/2/2019,"While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta.",Batman Returns,https://www.imdb.com/title/tt0103776/,movie,7.1,126,1992,"Action, Crime, Fantasy",311270,6/16/1992,Tim Burton,https://m.media-amazon.com/images/M/MV5BOGZmYzVkMmItM2NiOS00MDI3LWI4ZWQtMTg0YWZkODRkMmViXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_.jpg
627,tt0455583,11/2/2019,11/2/2019,"While attempting to find a research facility on an island, a group of activists discovers two giant creatures that have escaped the facility.",Komodo vs. Cobra,https://www.imdb.com/title/tt0455583/,tvMovie,2.7,94,2005,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",2223,8/19/2005,Jim Wynorski,https://m.media-amazon.com/images/M/MV5BZDlkYWM0OTAtNTUxOS00YTU4LWI0NTYtOWQ4ZTIxYzgzYThhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg
628,tt0215960,12/9/2019,12/9/2019,A family infiltrates a sinister carnival where their son mysteriously disappeared.,Malatesta's Carnival of Blood,https://www.imdb.com/title/tt0215960/,movie,5.4,78,1973,Horror,860,12/31/1973,Christopher Speeth,https://m.media-amazon.com/images/M/MV5BNzkwNThjZjAtYWZkNS00Nzk2LThlZGUtNjk0ZjM3MmJlMGM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
629,tt0305357,12/12/2019,12/12/2019,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.,Charlie's Angels: Full Throttle,https://www.imdb.com/title/tt0305357/,movie,4.9,106,2003,"Action, Adventure, Comedy, Crime",129698,6/18/2003,McG,https://m.media-amazon.com/images/M/MV5BMTM0MTg3OTU5N15BMl5BanBnXkFtZTYwMDc4MzU3._V1_.jpg
630,tt0097388,12/15/2019,12/15/2019,"Jason Voorhees is accidentally awakened from his watery grave, and he ends up stalking a ship full of graduating high school students headed to Manhattan, NY.",Friday the 13th Part VIII: Jason Takes Manhattan,https://www.imdb.com/title/tt0097388/,movie,4.5,100,1989,"Adventure, Horror, Thriller",39874,7/28/1989,Rob Hedden,https://m.media-amazon.com/images/M/MV5BMDUyMGIxZDctNDVlMy00ZmVlLWIzZGUtMzQ2NWVhNTgwMjIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
631,tt8106534,12/22/2019,12/22/2019,"Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.",6 Underground,https://www.imdb.com/title/tt8106534/,movie,6.1,128,2019,"Action, Thriller",182529,12/10/2019,Michael Bay,https://m.media-amazon.com/images/M/MV5BNzE2ZjQxNjEtNmI2ZS00ZmU0LTg4M2YtYzVhYmRiYWU0YzI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
632,tt0449089,12/31/2019,12/31/2019,"Bob Munro and his dysfunctional family rent an RV for a road trip to the Colorado Rockies, where they ultimately have to contend with a bizarre community of campers.",RV,https://www.imdb.com/title/tt0449089/,movie,5.6,99,2006,"Adventure, Comedy, Family",61401,4/28/2006,Barry Sonnenfeld,https://m.media-amazon.com/images/M/MV5BNDgxNDE2NDU3MV5BMl5BanBnXkFtZTcwMzA2ODQzMQ@@._V1_.jpg
633,tt0075838,1/2/2020,1/2/2020,"A newly hired housekeeper arrives to her employer&apos;s house in the countryside. She slowly discovers that the only child in the house, an eleven-year-old girl, hides a deadly secret.",The Child,https://www.imdb.com/title/tt0075838/,movie,4.9,82,1977,Horror,1314,3/31/1977,Robert Voskanian,https://m.media-amazon.com/images/M/MV5BZjNmMTE0YWMtOWY0Ny00Mzg0LTllYjktYzI4NGViYzgyNmNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
634,tt0077382,1/3/2020,1/3/2020,"An Egyptian sarcophagus that is cargo on a pleasure cruise ship has a secret - it contains the son of Satan, and its effects start to make the ship&apos;s passengers behave strangely.",Cruise Into Terror,https://www.imdb.com/title/tt0077382/,tvMovie,5,100,1978,"Thriller, Horror",310,2/3/1978,Bruce Kessler,https://m.media-amazon.com/images/M/MV5BNTQzMzM2NGEtMTQ1MC00MTVkLWI2OWItNTZkY2UzMmQ0MzVlXkEyXkFqcGdeQXVyNjQxODA2ODA@._V1_.jpg
635,tt0074279,1/3/2020,1/3/2020,"Racing across the country from L.A. to New York, a plethora of exotic cars carry contestants hoping to win a very large sum.",Cannonball,https://www.imdb.com/title/tt0074279/,movie,5.5,93,1976,"Action, Comedy, Crime, Drama, Thriller",4861,9/8/1976,Paul Bartel,https://m.media-amazon.com/images/M/MV5BYTY0ZDNiNzgtNGM3OS00NTI2LWEyYTYtOTU2MzJkYmE4MjJkXkEyXkFqcGdeQXVyMzEwMDM2NDE@._V1_.jpg
636,tt0074226,1/11/2020,1/11/2020,"A bizarre series of murders begins in Los Angeles, where people start going bald and then become homicidal maniacs. But could the blame rest on a particularly dangerous form of LSD called Blue Sunshine the murderers took ten years...",Blue Sunshine,https://www.imdb.com/title/tt0074226/,movie,6,94,1977,"Horror, Thriller",3045,9/3/1977,Jeff Lieberman,https://m.media-amazon.com/images/M/MV5BOWY5MjQwOTItMWNiYS00OGE0LWIyNDEtN2I2YjdmYWQ0MGVkXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg
637,tt0063240,1/14/2020,1/14/2020,"The captain, crew, and passengers of an old freighter-all of them with dark secrets to keep-find themselves adrift in a mysterious land full of monsters, conquistadors, and killer seaweed.",The Lost Continent,https://www.imdb.com/title/tt0063240/,movie,5.5,89,1968,Adventure,2078,6/19/1968,"Leslie Norman, Michael Carreras",https://m.media-amazon.com/images/M/MV5BMzUyNDljM2ItZWZlZS00MDI4LTlhMjMtMDk4YjE0OWI5NjhmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
638,tt0038129,1/16/2020,1/16/2020,"A number of swamp land men have died by strangulation and the inhabitants believe that an innocent man they hanged is seeking revenge on all of the male descendants of those responsible for his death. Maria, granddaughter of the g...",Strangler of the Swamp,https://www.imdb.com/title/tt0038129/,movie,6.1,59,1946,"Drama, Fantasy, Horror, Romance",655,1/1/1946,Frank Wisbar,https://m.media-amazon.com/images/M/MV5BMTFkY2NkNDEtYTlmZS00ODlkLThiMDUtN2M1Mjc0ODBhMGE0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
639,tt0072225,1/16/2020,1/16/2020,"When her boyfriend is murdered by gangsters, Sugar Hill decides not to get mad, but BAD! She entreats voodoo queen Mama Maitresse to call on Baron Samedi, Lord of the Dead, for help with a gruesome revenge. In exchange for Sugar&apos;s...",Sugar Hill,https://www.imdb.com/title/tt0072225/,movie,5.8,91,1974,"Action, Crime, Horror",2161,2/6/1974,Paul Maslansky,https://m.media-amazon.com/images/M/MV5BMTY5NzM2NzA5Ml5BMl5BanBnXkFtZTcwNTIwMzg4NA@@._V1_.jpg
640,tt0050084,1/16/2020,1/16/2020,"The first U.S. spaceship to Venus crash-lands off the coast of Sicily on its return trip. A dangerous, lizard-like creature comes with it and quickly grows gigantic.",20 Million Miles to Earth,https://www.imdb.com/title/tt0050084/,movie,6.3,82,1957,"Adventure, Family, Fantasy, Horror, Sci-Fi, Thriller",7564,6/30/1957,Nathan Juran,https://m.media-amazon.com/images/M/MV5BZDQ5OGZmMTUtNzBhZS00M2YzLTk3YWEtMDhjMWU3ZjU0MzZmXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_.jpg
641,tt0088392,1/16/2020,1/16/2020,An army experiment in submarine communications falls foul of the deadly secret hidden deep within the cave system housing their transmitter.,What Waits Below,https://www.imdb.com/title/tt0088392/,movie,4.7,88,1984,"Action, Horror",518,11/19/1984,Don Sharp,https://m.media-amazon.com/images/M/MV5BOGNjY2M2YjctYzJmNi00M2E4LThiZTYtYjI0NmExODMyMGNhXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
642,tt0102614,1/17/2020,1/17/2020,The gruesome murder of a Brooklyn Detective will turn the case into a personal vendetta when the deceased&apos;s best friend and fellow officer will unleash an all-out attack against a psychotic Mafia enforcer&apos;s brutal gang.,Out for Justice,https://www.imdb.com/title/tt0102614/,movie,6.1,91,1991,"Action, Crime, Drama, Thriller",24656,4/12/1991,John Flynn,https://m.media-amazon.com/images/M/MV5BZjU0ZjRjY2MtNTI4MC00Y2IwLThkNzctYjIwYjdlODMyMWJiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
643,tt0100029,1/17/2020,1/17/2020,An Ex-French Soldier begins participating in underground street fights in order to make money for his brother&apos;s family.,Lionheart,https://www.imdb.com/title/tt0100029/,movie,6.2,108,1990,"Action, Crime, Drama, Sport",37513,8/1/1990,Sheldon Lettich,https://m.media-amazon.com/images/M/MV5BNDA4ZDVlOWMtNzAzMi00YmYwLTljYjctYzQ1MzcyOWZmYzdmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
644,tt0110657,1/17/2020,1/17/2020,Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.,The Next Karate Kid,https://www.imdb.com/title/tt0110657/,movie,4.5,107,1994,"Action, Drama, Family, Romance, Sport",32023,8/3/1994,Christopher Cain,https://m.media-amazon.com/images/M/MV5BYzQwOTVkZmQtMDMwNS00ZTQzLTlkODUtOWI0NDZkMjYxNWUwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
645,tt0093843,1/17/2020,1/17/2020,A video store clerk stumbles onto an alien plot to take over Earth by brain-washing people with a bad &apos;50s science fiction movie. He and his friend must find a way to stop the aliens before the tapes can be distributed worldwide.,Remote Control,https://www.imdb.com/title/tt0093843/,movie,5.5,88,1988,"Comedy, Romance, Sci-Fi, Thriller",1065,2/26/1988,Jeff Lieberman,https://m.media-amazon.com/images/M/MV5BMDU1YzU0YWItMGUzMy00N2Y0LTkwOGEtNzBiYmIyMjIxNDhiXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_.jpg
646,tt0092532,1/17/2020,1/17/2020,"A nerdy young woman with a childish voice travels to Africa looking for her missing archaeologist father, and stumbles into a strange subterranean civilization.",Alien from L.A.,https://www.imdb.com/title/tt0092532/,movie,3.1,87,1988,"Adventure, Comedy, Sci-Fi",4169,2/26/1988,Albert Pyun,https://m.media-amazon.com/images/M/MV5BZjRmZWZhMzUtYzA3My00ZTIwLWJmMTktYmYzYzFjYmY4MmQ3XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_.jpg
647,tt0100261,1/17/2020,1/17/2020,"Scientists poison the water supply of a small town, turning the residents into homicidal maniacs who kill each other and anybody who passes through.",Nightmare at Noon,https://www.imdb.com/title/tt0100261/,movie,4.9,96,1988,"Action, Sci-Fi, Horror",2065,7/29/1988,Nico Mastorakis,https://m.media-amazon.com/images/M/MV5BMzU5ODJlMTctMzc1ZS00ODEwLTllOWItODhmNTBmMDY0ZDBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
648,tt0493404,1/17/2020,1/17/2020,Claustrophobic thriller about a team of vampire hunters who infiltrate a nest of undead to rescue one of their own.,Brotherhood of Blood,https://www.imdb.com/title/tt0493404/,movie,3.5,88,2007,"Horror, Thriller",3324,10/11/2007,"Peter Scheerer, Michael Roesch",https://m.media-amazon.com/images/M/MV5BMTQxMjYyODA5NV5BMl5BanBnXkFtZTcwNzc0NTMwNQ@@._V1_.jpg
649,tt0088752,1/17/2020,1/17/2020,"Survivors of a shipwreck wash up on an island, and run into small vicious creatures.",Attack of the Beast Creatures,https://www.imdb.com/title/tt0088752/,movie,4.2,82,1985,Horror,624,7/12/1985,Michael Stanley,https://m.media-amazon.com/images/M/MV5BMDM4NWQ5NjYtYzg4NC00MDY4LWEyMWYtMjBmMjI3Y2NjZjhmXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
650,tt0106215,1/17/2020,1/17/2020,"In a future ruled by attractive people, mutant terrorists kidnap a rich man&apos;s daughter to claim rights for the ugly. Escaping police, the mutant leader crashes into a planet of crazy miners where no women live.",Acción mutante,https://www.imdb.com/title/tt0106215/,movie,6.4,93,1993,"Comedy, Fantasy, Sci-Fi, Thriller",5489,1/18/1993,Álex de la Iglesia,https://m.media-amazon.com/images/M/MV5BNjZiMmEyNzUtNjFkYi00NWVkLTg2MDAtMDNlZDE5ZTE4YWNiXkEyXkFqcGdeQXVyNjU3NDczNzE@._V1_.jpg
651,tt0097285,1/22/2020,1/22/2020,"Anibal, Mudok, Félix and M-30 are ex-members of a US Commando unit in the Vietnam War. Wanted by the police all over the world, they survive as a soldiers of fortune. This time, they are going to help his old friend in his fight a...",El equipo Aahhgg,https://www.imdb.com/title/tt0097285/,movie,3.1,84,1989,Comedy,61,,José Truchado,https://m.media-amazon.com/images/M/MV5BNGNhZjI4M2EtNzE2Mi00ZGNlLWE3NTMtMmVmZmNiZDc4MGMwXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_.jpg
652,tt2401807,1/28/2020,1/28/2020,"When the daughter of a reformed criminal is kidnapped, he rounds up his old crew and seeks his own brand of justice.",Tokarev,https://www.imdb.com/title/tt2401807/,movie,5,98,2014,"Action, Thriller",24840,1/31/2014,Paco Cabezas,https://m.media-amazon.com/images/M/MV5BODNkZjgwOWQtYTgxYi00MTg2LThjZTEtNjM4MTA0MDllOTk3XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_.jpg
653,tt0092969,2/5/2020,2/5/2020,An insurance salesman inadvertently gets trapped after dark in an apartment building that is terrorized by a street gang called &quot;The Vampires.&quot;,Enemy Territory,https://www.imdb.com/title/tt0092969/,movie,6.2,89,1987,"Action, Crime, Drama, Thriller",890,5/22/1987,Peter Manoogian,https://m.media-amazon.com/images/M/MV5BODZhN2QyODMtOWQzMC00OGZiLWJlYTctZDQ0MzNkMTI5NTY5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg
654,tt0067713,2/9/2020,2/9/2020,"A young man, Paul Carlson, is on a trip and spends the night at Count Dracula&apos;s castle. He is murdered. After some time has passed, the young man&apos;s brother Simon comes to the small town where all the traces end to look for him.",Scars of Dracula,https://www.imdb.com/title/tt0067713/,movie,6.1,95,1970,Horror,5938,11/8/1970,Roy Ward Baker,https://m.media-amazon.com/images/M/MV5BNjI0OWY0ZWYtOTU0Yy00OTVhLWI0ZTQtNjU5NDNmM2ZjODI1L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
655,tt7336684,2/11/2020,2/11/2020,A rebel revolutionary against Franquist&apos;s dictatorship who turns deaf after a failed sabotage tries to escape from the military forces who prosecute him.,Sordo,https://www.imdb.com/title/tt7336684/,movie,5.5,121,2019,"Action, Drama",723,3/22/2019,Alfonso Cortés-Cavanillas,https://m.media-amazon.com/images/M/MV5BNzI5N2E0MzQtZGUxYi00MGE1LWE5MWUtMzVjMWIwMGI3MWM2XkEyXkFqcGdeQXVyMTAwMDY1MzQ3._V1_.jpg
656,tt1179891,2/16/2020,2/16/2020,"Tom returns to his hometown on the tenth anniversary of the Valentine&apos;s night massacre that claimed the lives of 22 people. Instead of a homecoming, Tom finds himself suspected of committing the murders, and it seems like his old ...",My Bloody Valentine,https://www.imdb.com/title/tt1179891/,movie,5.4,101,2009,"Horror, Mystery, Thriller",58202,1/8/2009,Patrick Lussier,https://m.media-amazon.com/images/M/MV5BYWYxODU1ZDItYzg1Ny00OGE5LTkzNmUtZWY0MjhmODE2NGJjXkEyXkFqcGdeQXVyNjQzOTQyODA@._V1_.jpg
657,tt0377916,2/16/2020,2/16/2020,"Three bored roommates throw a wild weekend party full of love, sex and jealousy that will ultimately change their lives forever.",La fiesta,https://www.imdb.com/title/tt0377916/,movie,5.2,97,2003,Comedy,482,7/6/2003,"Carlos Villaverde, Manuel Sanabria",https://m.media-amazon.com/images/M/MV5BZmFhZGYzM2QtYWYyZS00MmI4LWFhOGItZjBkYzMwYjkxZGE0XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
658,tt0077188,2/28/2020,2/28/2020,A bickering couple driving cross-country pick up a murderous hitchhiker who threatens to kill them unless they take him to a sanctuary. In return he agrees to split some bank loot he has on him.,Autostop rosso sangue,https://www.imdb.com/title/tt0077188/,movie,6.8,104,1977,"Crime, Drama, Thriller",3017,3/4/1977,Pasquale Festa Campanile,https://m.media-amazon.com/images/M/MV5BZGExMDBkZDAtM2Q2My00NDc4LThlZWQtNTgzNjFmODg1MDhhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
659,tt8663516,2/29/2020,2/29/2020,"A mother gives her 13-year-old son a toy doll for his birthday, unaware of its more sinister nature.",Child's Play,https://www.imdb.com/title/tt8663516/,movie,5.7,90,2019,"Drama, Horror, Sci-Fi, Thriller",53514,6/18/2019,Lars Klevberg,https://m.media-amazon.com/images/M/MV5BNTNlNjIxNjktOWUyMS00YWY5LWEwZGItMjZmODJlZWNiZGM2XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_.jpg
660,tt2369135,3/11/2020,3/11/2020,"Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross-country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.",Need for Speed,https://www.imdb.com/title/tt2369135/,movie,6.4,132,2014,"Action, Thriller",173369,3/7/2014,Scott Waugh,https://m.media-amazon.com/images/M/MV5BMTQ3ODY4NzYzOF5BMl5BanBnXkFtZTgwNjI3OTE4MDE@._V1_.jpg
661,tt1714203,3/14/2020,3/14/2020,"After the events at Lake Victoria, the pre-historic school of blood-thirsty piranhas make their way into a newly opened waterpark.",Piranha 3DD,https://www.imdb.com/title/tt1714203/,movie,3.8,83,2012,"Comedy, Horror, Sci-Fi, Thriller",43694,5/11/2012,John Gulager,https://m.media-amazon.com/images/M/MV5BMjAzMzY4NTk0M15BMl5BanBnXkFtZTcwMDA4ODU3Nw@@._V1_.jpg
662,tt0091707,3/21/2020,3/21/2020,"A group of high schoolers decide to stay in a natural museum after closing hours, but a newly acquired and mysterious lamp hiding a deadly force will turn the fun into horror.",The Outing,https://www.imdb.com/title/tt0091707/,movie,5.1,87,1987,Horror,1988,4/28/1987,Tom Daley,https://m.media-amazon.com/images/M/MV5BZWU4NmI1YjMtZjU2Zi00NTk5LWE0ZmItNDI3ODNhOWQ1OWRkXkEyXkFqcGdeQXVyMjU0MTgyNTg@._V1_.jpg
663,tt6902676,3/23/2020,3/23/2020,A guy relies on his newly-acquired gladiator skills to save his ex-girlfriend from kidnappers.,Guns Akimbo,https://www.imdb.com/title/tt6902676/,movie,6.3,98,2019,"Action, Comedy, Crime, Thriller",63550,9/9/2019,Jason Howden,https://m.media-amazon.com/images/M/MV5BZDZkZTg2YmQtNDYxMy00MDE4LTlmZWItNzMwZjkyYTk3NWMzXkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_.jpg
664,tt0120458,4/4/2020,4/4/2020,"After outrunning a typhoon at sea, a strong-willed tugboat navigator and her crew discover a high-tech alien life form that&apos;s taken control of a Russian research vessel and aims to destroy on a massive scale.",Virus,https://www.imdb.com/title/tt0120458/,movie,5,99,1999,"Action, Horror, Sci-Fi, Thriller",28782,1/15/1999,John Bruno,https://m.media-amazon.com/images/M/MV5BNGRiMmNmZGMtOGMwZi00MjMwLTkzZTQtNDViODE2ZmFiZWUzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg
